,age,workclass,fnlwgt
3718,19, Self-emp-not-inc,206599
3719,21, Local-gov,596776
3720,46, Private,56841
3721,38, Private,112561
3722,43, Private,147110
3723,54, Self-emp-inc,175339
3724,38, Private,234901
3725,18, ?,298133
3726,50, Private,217083
3727,30, Private,97757
3728,30, Private,151868
3729,28, Local-gov,25864
3730,26, Private,109419
3731,37, Federal-gov,203070
3732,32, Private,107843
3733,64, State-gov,264544
3734,18, Private,148644
3735,30, Private,125762
3736,36, ?,53606
3737,18, Private,193741
3738,27, Private,588905
3739,49, Private,115613
3740,46, State-gov,222374
3741,37, Private,185359
3742,30, Private,173647
3743,29, Private,31166
3744,22, ?,517995
3745,25, Self-emp-not-inc,189027
3746,38, Private,296125
3747,32, ?,640383
3748,35, Private,334291
3749,56, Private,318450
3750,29, Private,174163
3751,41, Private,119721
3752,47, Private,142719
3753,23, Private,162593
3754,46, Self-emp-not-inc,236852
3755,28, Local-gov,154863
3756,39, Private,168894
3757,42, Self-emp-not-inc,344920
3758,39, Private,33355
3759,68, ?,196782
3760,37, Self-emp-inc,291518
3761,57, Private,170244
3762,22, Private,369549
3763,24, Private,23438
3764,19, Private,202673
3765,55, Private,171780
3766,37, Local-gov,264503
3767,37, Local-gov,244341
3768,28, Private,209109
3769,27, Private,187392
3770,40, State-gov,119578
3771,51, Private,195105
3772,52, Private,101752
3773,74, ?,95825
3774,49, Self-emp-inc,362654
3775,20, ?,29810
3776,40, Federal-gov,77332
3777,80, Private,87518
3778,63, Private,113324
3779,63, Private,96299
3780,51, Private,237729
3781,23, Private,200973
3782,66, Self-emp-not-inc,212456
3783,33, Self-emp-not-inc,131568
3784,49, Private,185859
3785,20, Private,231981
3786,33, Self-emp-inc,117963
3787,26, Private,78172
3788,52, Private,164135
3789,33, Private,171216
3790,47, Private,140664
3791,23, Private,249277
3792,53, Federal-gov,117847
3793,19, Private,52372
3794,26, Federal-gov,95806
3795,53, Private,137428
3796,65, Private,169047
3797,68, Private,339168
3798,30, Private,504725
3799,28, Private,132870
3800,54, Local-gov,135840
3801,30, Private,35644
3802,22, Private,198148
3803,25, Private,220098
3804,19, Private,262515
3805,19, ?,423863
3806,32, Federal-gov,111567
3807,23, Private,194096
3808,51, Local-gov,420917
3809,25, Private,197871
3810,46, Local-gov,253116
3811,38, Private,206535
3812,26, State-gov,70447
3813,46, Private,201217
3814,25, Private,209970
3815,20, Private,196745
3816,29, Local-gov,175262
3817,51, Self-emp-inc,304955
3818,40, Private,181265
3819,24, Private,200973
3820,24, Self-emp-not-inc,37440
3821,31, Private,395170
3822,54, ?,32385
3823,34, Private,353213
3824,19, Private,38619
3825,21, Private,177711
3826,21, Private,190761
3827,23, Private,27776
3828,37, Federal-gov,470663
3829,40, Private,71738
3830,57, Private,74156
3831,48, Private,202467
3832,24, Private,123983
3833,43, Private,193494
3834,32, ?,169886
3835,40, Private,130571
3836,52, Self-emp-inc,90363
3837,49, Private,83444
3838,45, Self-emp-not-inc,239093
3839,62, Local-gov,151369
3840,29, Private,56630
3841,49, Private,117095
3842,55, Federal-gov,189985
3843,20, ?,34862
3844,37, Self-emp-inc,126675
3845,43, State-gov,199806
3846,29, Private,57596
3847,44, Private,103459
3848,28, Private,282398
3849,38, Private,298841
3850,45, Private,33300
3851,22, ?,306031
3852,19, Private,306467
3853,20, Private,189888
3854,60, Private,83861
3855,30, Private,117393
3856,22, Private,129934
3857,51, Private,179010
3858,31, Private,375680
3859,48, Private,316101
3860,43, Private,293305
3861,51, Local-gov,175750
3862,41, Private,121718
3863,62, ?,94931
3864,50, State-gov,229272
3865,46, Private,142828
3866,54, Private,22743
3867,68, Private,76371
3868,23, Self-emp-not-inc,216129
3869,49, Private,107425
3870,24, Private,611029
3871,30, Local-gov,363032
3872,38, Private,170020
3873,34, Private,137900
3874,22, Private,322674
3875,30, Private,23778
3876,61, Private,147845
3877,36, Private,175759
3878,51, Self-emp-inc,166459
3879,43, Private,128212
3880,54, Federal-gov,127455
3881,63, Private,134699
3882,51, Private,254230
3883,63, Self-emp-not-inc,159715
3884,51, Local-gov,116286
3885,27, Private,146719
3886,35, Private,361888
3887,31, ?,26553
3888,46, Self-emp-not-inc,32825
3889,53, Private,225768
3890,26, Federal-gov,393728
3891,43, Private,160369
3892,39, Private,191807
3893,50, Federal-gov,176969
3894,54, Federal-gov,33863
3895,62, ?,182687
3896,57, State-gov,141459
3897,19, ?,174233
3898,29, Local-gov,95393
3899,20, Private,221095
3900,53, Private,104501
3901,18, ?,437851
3902,22, ?,131230
3903,23, Private,495888
3904,69, Private,185691
3905,56, Private,201822
3906,53, Local-gov,549341
3907,28, Private,247445
3908,28, Private,199566
3909,33, Self-emp-inc,139057
3910,48, Private,185039
3911,61, Private,166124
3912,49, Private,82649
3913,48, Private,109275
3914,32, Private,408328
3915,51, Private,186338
3916,27, ?,130856
3917,19, Private,251579
3918,47, Private,76612
3919,25, Private,22546
3920,72, Private,53684
3921,29, Private,183627
3922,22, Private,73203
3923,57, Private,108426
3924,50, Private,116287
3925,45, Self-emp-inc,145697
3926,52, Private,326156
3927,53, Private,201127
3928,36, Private,250791
3929,46, Private,328216
3930,20, Private,400443
3931,75, Private,95985
3932,32, Local-gov,127651
3933,28, Private,250679
3934,53, Private,103950
3935,17, Private,200199
3936,46, State-gov,295791
3937,39, Private,191841
3938,38, Private,82622
3939,36, Private,160728
3940,63, Local-gov,109849
3941,28, Private,339897
3942,28, ?,37215
3943,49, Private,371299
3944,43, Private,421837
3945,38, Private,29702
3946,39, Private,117381
3947,42, ?,240027
3948,40, Private,338740
3949,45, ?,28359
3950,29, ?,315026
3951,24, Federal-gov,314525
3952,30, Private,173005
3953,44, Private,286750
3954,40, Private,163985
3955,30, Private,219318
3956,42, Private,44121
3957,52, Self-emp-not-inc,103794
3958,42, Private,310632
3959,39, Private,153976
3960,43, Private,174575
3961,62, Self-emp-not-inc,82388
3962,30, Private,207253
3963,83, ?,251951
3964,39, Private,746786
3965,41, Private,308296
3966,49, Private,101825
3967,25, Private,109009
3968,48, Private,413363
3969,59, ?,117751
3970,44, State-gov,296326
3971,36, Private,208358
3972,40, Private,120277
3973,21, Private,193219
3974,41, Private,86399
3975,24, Private,215251
3976,67, Self-emp-not-inc,124470
3977,24, Private,228649
3978,50, Self-emp-not-inc,386397
3979,48, Private,96798
3980,55, ?,106707
3981,29, Private,159768
3982,50, Private,139464
3983,64, State-gov,550848
3984,49, Private,68505
3985,20, Private,122215
3986,30, Private,159442
3987,37, Private,80638
3988,52, Private,192390
3989,22, Private,191324
3990,77, ?,147284
3991,19, State-gov,73009
3992,52, Private,177858
3993,42, Private,163003
3994,35, Private,95551
3995,27, Private,125298
3996,54, State-gov,198186
3997,37, Private,295949
3998,37, Private,182668
3999,28, Private,124905
4000,63, Private,171635
4001,19, Private,376240
4002,28, Private,157391
4003,23, ?,114357
4004,44, Private,178134
4005,31, Private,207201
4006,35, Private,124483
4007,64, Private,102103
4008,40, Private,92036
4009,59, Local-gov,236426
4010,22, Private,400966
4011,40, Private,404573
4012,35, Private,227571
4013,20, Private,145917
4014,35, Local-gov,190226
4015,28, Private,356555
4016,28, Private,66473
4017,37, ?,172256
4018,72, ?,118902
4019,25, Self-emp-inc,163039
4020,37, Private,89559
4021,19, ?,35507
4022,31, Private,163303
4023,41, Private,192712
4024,31, Private,381153
4025,44, Private,222434
4026,20, Private,34706
4027,57, Self-emp-not-inc,47857
4028,26, Private,195216
4029,44, Self-emp-inc,103643
4030,29, Local-gov,329426
4031,36, Private,183612
4032,40, Private,184105
4033,21, Private,211385
4034,21, Private,61777
4035,34, Self-emp-not-inc,320194
4036,24, Private,199444
4037,28, Private,312588
4038,35, Private,168675
4039,35, Private,87556
4040,38, State-gov,220421
4041,44, Federal-gov,404599
4042,39, Private,99065
4043,57, Local-gov,109973
4044,19, Private,246652
4045,29, Private,57423
4046,23, Private,291248
4047,50, Private,163708
4048,51, Self-emp-not-inc,240358
4049,28, Private,25955
4050,44, Private,101593
4051,29, Self-emp-not-inc,227890
4052,31, Private,225053
4053,27, Private,228472
4054,34, Private,245378
4055,50, Self-emp-inc,156623
4056,27, Private,35032
4057,31, Private,258849
4058,46, Private,190115
4059,39, Private,63910
4060,40, Private,510072
4061,28, Private,210867
4062,18, Private,263024
4063,51, Private,306785
4064,58, Self-emp-inc,104333
4065,66, Private,340734
4066,36, Self-emp-not-inc,288585
4067,38, Private,241765
4068,25, Private,111058
4069,25, Private,104662
4070,90, Private,313986
4071,41, Local-gov,52037
4072,34, ?,146589
4073,33, Private,131776
4074,33, Private,254221
4075,35, Private,152909
4076,39, Self-emp-not-inc,211785
4077,59, Private,160362
4078,19, Private,387215
4079,39, Private,187046
4080,19, ?,208874
4081,27, Private,169631
4082,52, Private,202956
4083,59, Self-emp-not-inc,80467
4084,28, Private,407672
4085,37, Private,243425
4086,50, ?,174964
4087,36, Private,347491
4088,34, Private,146161
4089,23, Private,449432
4090,19, ?,175499
4091,33, Private,288825
4092,27, Local-gov,134813
4093,31, Local-gov,190401
4094,21, Private,260617
4095,31, Private,45604
4096,59, Private,67841
4097,40, Local-gov,244522
4098,19, Private,430471
4099,47, Private,194698
4100,34, Private,94235
4101,57, Private,188330
4102,51, Local-gov,146181
4103,21, Private,177125
4104,30, Self-emp-inc,68330
4105,46, Private,95636
4106,40, Private,238329
4107,52, Private,416129
4108,23, Private,285004
4109,90, ?,256514
4110,25, Private,186294
4111,43, Private,188786
4112,38, State-gov,31352
4113,22, Private,197613
4114,33, Local-gov,161942
4115,34, Private,275438
4116,65, Private,361721
4117,50, Private,144968
4118,29, Private,190539
4119,25, Private,178037
4120,54, Private,306985
4121,49, Private,87928
4122,44, Private,242619
4123,24, Private,154165
4124,25, Private,511331
4125,65, Local-gov,221026
4126,56, Self-emp-not-inc,222182
4127,39, Self-emp-not-inc,126569
4128,23, Private,202344
4129,20, Private,190423
4130,24, Private,238917
4131,41, Private,221947
4132,40, Self-emp-inc,37997
4133,55, Private,147098
4134,38, Private,278253
4135,23, Private,195411
4136,44, Private,76196
4137,45, Private,120131
4138,20, Self-emp-not-inc,186014
4139,29, Private,205903
4140,43, State-gov,125405
4141,30, Private,219838
4142,28, State-gov,19395
4143,31, Private,223327
4144,52, Private,114062
4145,36, Private,95654
4146,38, Private,177305
4147,66, ?,299616
4148,63, Self-emp-not-inc,117681
4149,21, Private,237651
4150,33, State-gov,150570
4151,46, State-gov,106705
4152,20, ?,174714
4153,47, Self-emp-inc,175958
4154,33, Private,144064
4155,66, ?,107112
4156,20, Private,54152
4157,28, Private,152951
4158,46, Private,190487
4159,25, Private,306666
4160,37, Private,195148
4161,31, Self-emp-not-inc,226624
4162,49, Private,157569
4163,22, State-gov,22966
4164,52, Private,379682
4165,29, Private,446559
4166,18, Private,41794
4167,31, Local-gov,90409
4168,23, Private,125491
4169,27, ?,129661
4170,54, Self-emp-not-inc,104748
4171,50, Local-gov,169182
4172,46, Private,324655
4173,24, Private,122272
4174,17, ?,114798
4175,49, Self-emp-inc,289707
4176,54, Local-gov,137691
4177,41, Private,84610
4178,49, Private,166789
4179,36, Local-gov,348728
4180,23, Private,348092
4181,63, Private,154526
4182,67, Private,288371
4183,23, Private,182342
4184,22, Private,244366
4185,66, Private,102423
4186,25, Private,259688
4187,30, Private,98733
4188,35, Private,174856
4189,67, Self-emp-not-inc,141797
4190,30, Private,327202
4191,26, Private,76996
4192,34, Private,260560
4193,21, Private,370990
4194,18, Private,129010
4195,21, Private,452640
4196,76, Self-emp-inc,120796
4197,51, Federal-gov,45334
4198,26, Private,229523
4199,18, Private,127388
4200,18, ?,395567
4201,34, Private,119422
4202,59, Private,193895
4203,55, Private,163083
4204,33, Self-emp-not-inc,155343
4205,25, Private,73895
4206,48, Private,107682
4207,64, Private,321166
4208,47, Local-gov,154940
4209,26, Private,103700
4210,36, Private,63509
4211,21, Private,243842
4212,54, ?,187221
4213,30, Private,58597
4214,41, Self-emp-not-inc,190290
4215,53, ?,158352
4216,34, Private,62165
4217,20, ?,307149
4218,24, Private,280134
4219,26, Private,118736
4220,25, Private,171114
4221,35, Private,169638
4222,41, Private,125461
4223,33, Private,145434
4224,18, Private,152182
4225,27, Self-emp-inc,233724
4226,32, Private,153963
4227,51, Local-gov,88120
4228,38, Private,96330
4229,41, Local-gov,66118
4230,26, Private,182178
4231,38, Self-emp-not-inc,53628
4232,54, Private,174865
4233,30, Private,66194
4234,31, Private,73796
4235,26, State-gov,28366
4236,75, Self-emp-not-inc,231741
4237,29, Private,237865
4238,61, Private,195453
4239,24, Private,116934
4240,22, ?,87867
4241,34, Private,456399
4242,42, Private,263608
4243,24, Private,263498
4244,42, Self-emp-not-inc,183765
4245,27, Federal-gov,469705
4246,39, Local-gov,113253
4247,20, Private,138768
4248,51, Private,302146
4249,68, Private,253866
4250,28, Federal-gov,214858
4251,43, Private,243476
4252,35, Private,169104
4253,44, Private,103218
4254,41, Private,57233
4255,44, Private,228320
4256,20, Private,217421
4257,46, Private,185041
4258,27, Self-emp-not-inc,37302
4259,32, Private,261059
4260,46, Private,59767
4261,26, Private,333541
4262,20, Private,133352
4263,36, Private,99270
4264,49, Private,204629
4265,32, Private,34104
4266,32, Private,312667
4267,49, Private,329603
4268,36, Private,281021
4269,22, Private,275385
4270,52, Federal-gov,129177
4271,42, Private,385591
4272,22, ?,201179
4273,72, Private,38360
4274,30, Local-gov,73796
4275,44, Private,67671
4276,23, Private,257621
4277,22, Private,180052
4278,59, Private,656036
4279,46, Private,215943
4280,30, Private,488720
4281,64, Federal-gov,199298
4282,31, Private,305692
4283,64, Private,114994
4284,45, Private,88265
4285,59, Private,168569
4286,32, Private,175413
4287,43, Private,161226
4288,66, ?,160995
4289,23, Private,208598
4290,49, Self-emp-not-inc,200471
4291,32, Private,256609
4292,49, Private,176684
4293,33, Private,206512
4294,28, Private,212640
4295,47, Private,148724
4296,41, Private,266510
4297,34, Local-gov,240252
4298,25, Private,358975
4299,20, ?,124242
4300,21, Private,434710
4301,25, Private,204338
4302,46, Private,241844
4303,37, Private,191342
4304,41, Private,221947
4305,44, Private,111483
4306,30, Private,65278
4307,54, Private,133403
4308,35, Self-emp-not-inc,166416
4309,58, ?,142158
4310,21, Private,221480
4311,35, Self-emp-not-inc,189878
4312,35, Private,278403
4313,19, Private,184710
4314,48, Private,177775
4315,56, ?,275943
4316,65, Self-emp-not-inc,225473
4317,40, Private,289403
4318,26, Private,269060
4319,45, Private,449354
4320,26, Private,214413
4321,32, Private,80058
4322,35, Private,202027
4323,22, Self-emp-not-inc,123440
4324,37, Private,191524
4325,25, Private,308144
4326,64, Private,164204
4327,46, Private,205100
4328,30, Private,195750
4329,63, Private,149756
4330,51, Local-gov,240358
4331,68, Self-emp-not-inc,241174
4332,36, Private,356838
4333,28, Self-emp-inc,115705
4334,41, Local-gov,137142
